label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
peace,0.0,0.0,0.0,0.10692740976810455,-0.019432350993156433,-0.047664541751146317,0.2013981193304062,-0.13151998817920685,-0.07369785010814667,0.20655307173728943,-0.2628925144672394,-0.10182952135801315,0.16448372602462769,-0.3816874027252197,-0.1267440766096115,0.2431170493364334,-0.4331592619419098,-0.03726451098918915,0.3376569151878357,-0.5927196145057678,-0.08136410266160965,0.39447614550590515,-0.7014462947845459,-0.108086496591568,0.441133975982666,-0.7941510081291199,-0.12276696413755417,0.172207772731781,-0.48942917585372925,-0.04928728565573692,0.24485664069652557,-0.6968772411346436,-0.10378514975309372,0.300227552652359,-0.8266211152076721,-0.1349795162677765,0.34430932998657227,-0.9271952509880066,-0.14751291275024414,0.09116499125957489,-0.4886692464351654,-0.06728155165910721,0.14134269952774048,-0.5447455048561096,-0.14899130165576935,0.13532234728336334,-0.3680245876312256,-0.15992501378059387,0.12129931896924973,-0.24242866039276123,-0.1413644254207611,0.009813744574785233,-0.44506096839904785,-0.08844556659460068,0.06452135741710663,-0.4505371153354645,-0.15237510204315186,0.07774672657251358,-0.3090647757053375,-0.15137991309165955,0.07572807371616364,-0.20394320785999298,-0.13274326920509338
peace,0.0,0.0,0.0,0.1082492545247078,-0.04209037870168686,-0.048455964773893356,0.20551776885986328,-0.14406844973564148,-0.08398795127868652,0.2369135618209839,-0.24416407942771912,-0.1221657395362854,0.19130685925483704,-0.31012895703315735,-0.1551624834537506,0.21783219277858734,-0.4785504639148712,-0.0508490651845932,0.2967098355293274,-0.6549026370048523,-0.10182534158229828,0.3434070348739624,-0.7694047689437866,-0.1332399547100067,0.38533973693847656,-0.8682225942611694,-0.15156838297843933,0.13609711825847626,-0.5216826796531677,-0.06642697006464005,0.1829400509595871,-0.7267976999282837,-0.13209927082061768,0.23492859303951263,-0.8487342000007629,-0.167171448469162,0.278940349817276,-0.9431564807891846,-0.18068759143352509,0.05839839577674866,-0.5048230290412903,-0.08701800554990768,0.14007148146629333,-0.4825439453125,-0.1702726185321808,0.14961299300193787,-0.3152901232242584,-0.1807602047920227,0.14084392786026,-0.20600180327892303,-0.16257894039154053,-0.003997685853391886,-0.43553438782691956,-0.11235611885786057,0.0801592692732811,-0.3484634459018707,-0.17242823541164398,0.09955301880836487,-0.21396242082118988,-0.1741943657398224,0.09857124835252762,-0.1317717730998993,-0.1586907058954239
peace,0.0,0.0,0.0,0.09922286868095398,-0.0071487571112811565,-0.05002756789326668,0.18377718329429626,-0.10850899666547775,-0.07269357889890671,0.16385874152183533,-0.22937706112861633,-0.09709610790014267,0.11201833188533783,-0.3451584577560425,-0.11810965090990067,0.2559487223625183,-0.3985438048839569,-0.02307397872209549,0.35403573513031006,-0.5429766178131104,-0.06216839700937271,0.4152969717979431,-0.6414681673049927,-0.08562600612640381,0.4619251489639282,-0.7259440422058105,-0.09778357297182083,0.18648862838745117,-0.4681514501571655,-0.0326291024684906,0.2465878129005432,-0.6853867173194885,-0.08150458335876465,0.2893443703651428,-0.8250855207443237,-0.11402220278978348,0.32080164551734924,-0.938713788986206,-0.1261059194803238,0.10620337724685669,-0.4765148460865021,-0.04921841248869896,0.11837555468082428,-0.5105453729629517,-0.1280466616153717,0.10454444587230682,-0.3509675860404968,-0.14904066920280457,0.08978188037872314,-0.24604354798793793,-0.13635437190532684,0.025368059054017067,-0.44491663575172424,-0.06907697767019272,0.04084781929850578,-0.42032134532928467,-0.13164694607257843,0.040632203221321106,-0.2809634804725647,-0.13668711483478546,0.037596408277750015,-0.185319185256958,-0.12189015746116638
peace,0.0,0.0,0.0,0.028892599046230316,-0.22651022672653198,-0.003776032477617264,0.12388572841882706,-0.3826075792312622,-0.033932507038116455,0.2434413880109787,-0.4077160060405731,-0.0661388486623764,0.3123251795768738,-0.3781557083129883,-0.09470373392105103,0.08370190113782883,-0.4774132966995239,-0.0920417532324791,0.15845991671085358,-0.7028003931045532,-0.1376890242099762,0.2042369395494461,-0.8416476845741272,-0.1649704873561859,0.24072769284248352,-0.9525553584098816,-0.1862487494945526,0.10736346989870071,-0.3709939122200012,-0.12045587599277496,0.22761833667755127,-0.5717141032218933,-0.18133942782878876,0.3115530014038086,-0.6892651319503784,-0.21069025993347168,0.37629494071006775,-0.7671325206756592,-0.23183657228946686,0.13660019636154175,-0.24205970764160156,-0.1420583873987198,0.31010010838508606,-0.3721732497215271,-0.18345479667186737,0.30197763442993164,-0.3432444930076599,-0.16403818130493164,0.26346462965011597,-0.30776000022888184,-0.14509867131710052,0.17070184648036957,-0.11005675047636032,-0.16508807241916656,0.2952873110771179,-0.22887170314788818,-0.180999293923378,0.2712641954421997,-0.22343650460243225,-0.15623117983341217,0.22591835260391235,-0.20082667469978333,-0.13603071868419647
peace,0.0,0.0,0.0,-0.028839856386184692,-0.245503768324852,0.010597923770546913,0.041162848472595215,-0.41288813948631287,-0.006253482773900032,0.13682454824447632,-0.4638749063014984,-0.014190850779414177,0.21430712938308716,-0.47310876846313477,-0.01878453977406025,0.05462004244327545,-0.47514608502388,-0.11800641566514969,0.09800907224416733,-0.6960859894752502,-0.15994761884212494,0.13071319460868835,-0.8461423516273499,-0.1945723295211792,0.16226767003536224,-0.9616604447364807,-0.22108465433120728,0.12183352559804916,-0.3907400071620941,-0.11581988632678986,0.21649397909641266,-0.6056062579154968,-0.1483980268239975,0.2899720370769501,-0.7479321956634521,-0.17254461348056793,0.35265854001045227,-0.8516045212745667,-0.1986837536096573,0.17611804604530334,-0.30999162793159485,-0.09766916930675507,0.24160057306289673,-0.49073660373687744,-0.07546708732843399,0.19936129450798035,-0.47899889945983887,-0.030235810205340385,0.16137394309043884,-0.433212012052536,-0.009591622278094292,0.22121824324131012,-0.2388463169336319,-0.08045725524425507,0.24576213955879211,-0.40110862255096436,-0.04911032319068909,0.2090306431055069,-0.40438973903656006,-0.008527997881174088,0.18842647969722748,-0.3739289343357086,0.01702781766653061
peace,0.0,0.0,0.0,-0.024447070434689522,-0.23863643407821655,0.016358632594347,0.024929143488407135,-0.40775546431541443,-0.004251726903021336,0.10946118831634521,-0.4907189905643463,-0.026502791792154312,0.1707608699798584,-0.5009685754776001,-0.045377712696790695,0.006874810438603163,-0.4795873463153839,-0.08082836866378784,0.03635155037045479,-0.6995265483856201,-0.13220365345478058,0.051540493965148926,-0.8544328212738037,-0.17248159646987915,0.06756063550710678,-0.9770424962043762,-0.2020484060049057,0.06377596408128738,-0.4094722867012024,-0.10310550779104233,0.1479833424091339,-0.6417204141616821,-0.15087266266345978,0.21086479723453522,-0.7942826151847839,-0.1790182888507843,0.26129207015037537,-0.9007814526557922,-0.20300814509391785,0.12372016906738281,-0.32323157787323,-0.11515183746814728,0.22867386043071747,-0.5156891345977783,-0.1269656866788864,0.20278522372245789,-0.5012732744216919,-0.09173811972141266,0.1640312820672989,-0.448537677526474,-0.06767299026250839,0.1751043200492859,-0.23676596581935883,-0.1282922774553299,0.24218198657035828,-0.404144823551178,-0.12161748856306076,0.21644620597362518,-0.39714163541793823,-0.08456658571958542,0.18819081783294678,-0.35217514634132385,-0.05584709718823433
peace,0.0,0.0,0.0,-0.011601705104112625,-0.23448826372623444,-0.0002504804579075426,0.061296574771404266,-0.40607550740242004,-0.01935490034520626,0.16603603959083557,-0.4664480686187744,-0.03739071264863014,0.24286861717700958,-0.4790264368057251,-0.0530887134373188,0.06836896389722824,-0.47393539547920227,-0.07937000691890717,0.151328444480896,-0.7044976949691772,-0.11763231456279755,0.2019783854484558,-0.848788321018219,-0.14150094985961914,0.24474261701107025,-0.9567285180091858,-0.1573900580406189,0.1273844838142395,-0.38055166602134705,-0.09340139478445053,0.24321040511131287,-0.6060456037521362,-0.1273805797100067,0.3204207718372345,-0.742635190486908,-0.14309655129909515,0.3874256908893585,-0.8312181234359741,-0.1559152454137802,0.1794041246175766,-0.2725900709629059,-0.10016684979200363,0.28348755836486816,-0.4459303915500641,-0.11744903773069382,0.24045971035957336,-0.4432983994483948,-0.09259995073080063,0.19167271256446838,-0.395868182182312,-0.07155708968639374,0.21729762852191925,-0.16942262649536133,-0.10785078257322311,0.2804885804653168,-0.3253284692764282,-0.1108967587351799,0.24768921732902527,-0.3386644423007965,-0.08219490945339203,0.213626891374588,-0.2990146279335022,-0.05725197121500969
peace,0.0,0.0,0.0,-0.007074661552906036,-0.24128349125385284,-0.003993475344032049,0.06850841641426086,-0.41023150086402893,-0.024884285405278206,0.17230424284934998,-0.4617832601070404,-0.04481780529022217,0.2459067851305008,-0.46489837765693665,-0.06229110062122345,0.07524952292442322,-0.47798722982406616,-0.07749232649803162,0.15525196492671967,-0.7081965804100037,-0.11351249366998672,0.2054048478603363,-0.8504021763801575,-0.13476085662841797,0.24802890419960022,-0.957256019115448,-0.14880400896072388,0.13504737615585327,-0.38259443640708923,-0.09208177030086517,0.25240957736968994,-0.6041828989982605,-0.12427402287721634,0.329699844121933,-0.7382883429527283,-0.13947463035583496,0.3975895643234253,-0.8236942887306213,-0.1517038494348526,0.18512220680713654,-0.26926541328430176,-0.10019800812005997,0.29127275943756104,-0.43178269267082214,-0.11978910118341446,0.2452855110168457,-0.4276321232318878,-0.09739220887422562,0.1951504796743393,-0.38064220547676086,-0.07722682505846024,0.22087210416793823,-0.1599273383617401,-0.10940349102020264,0.2836371064186096,-0.30466389656066895,-0.11466915905475616,0.2501453757286072,-0.31541913747787476,-0.08715253323316574,0.21568529307842255,-0.27586936950683594,-0.06279188394546509
peace,0.0,0.0,0.0,-0.006426012143492699,-0.2403453290462494,-0.0029274728149175644,0.07115618884563446,-0.4068860113620758,-0.023042313754558563,0.17816632986068726,-0.45734262466430664,-0.042026203125715256,0.25492724776268005,-0.4664493203163147,-0.058194585144519806,0.07418490201234818,-0.475717157125473,-0.07611650228500366,0.15213273465633392,-0.7047794461250305,-0.11192748695611954,0.19831877946853638,-0.850888192653656,-0.13311944901943207,0.2378873974084854,-0.9600896239280701,-0.14709730446338654,0.13248132169246674,-0.3760741651058197,-0.09061135351657867,0.24593417346477509,-0.5949949026107788,-0.12613476812839508,0.3216414451599121,-0.7288690805435181,-0.14177988469600677,0.3894309997558594,-0.815517008304596,-0.1533966213464737,0.18226800858974457,-0.26339852809906006,-0.09850921481847763,0.2842070460319519,-0.4340549409389496,-0.12040498107671738,0.23736122250556946,-0.4296019673347473,-0.09615328162908554,0.1884070336818695,-0.3820597231388092,-0.07363742589950562,0.2178332507610321,-0.156866192817688,-0.10726605355739594,0.28025636076927185,-0.31760719418525696,-0.1120431199669838,0.24611741304397583,-0.32809802889823914,-0.08178392052650452,0.21277059614658356,-0.28436511754989624,-0.05511131510138512
peace,0.0,0.0,0.0,-0.0023380997590720654,-0.23796488344669342,0.0008658776059746742,0.07698573172092438,-0.4005073308944702,-0.019963283091783524,0.1822468340396881,-0.4512116312980652,-0.03990919515490532,0.25741472840309143,-0.4579711854457855,-0.056886471807956696,0.07974095642566681,-0.4716835916042328,-0.08081614226102829,0.15266302227973938,-0.6947777271270752,-0.12225732952356339,0.19711919128894806,-0.8457710146903992,-0.14795303344726562,0.2344738245010376,-0.9579741954803467,-0.16525009274482727,0.13443732261657715,-0.3720969557762146,-0.09722962975502014,0.251199871301651,-0.5817810893058777,-0.13767702877521515,0.3291938304901123,-0.7111223340034485,-0.15448464453220367,0.39602628350257874,-0.7950999140739441,-0.16687344014644623,0.18182511627674103,-0.2568427622318268,-0.10626401007175446,0.2910274863243103,-0.41407155990600586,-0.12803761661052704,0.24939119815826416,-0.4041760265827179,-0.0978693887591362,0.20207750797271729,-0.3589206635951996,-0.07167249917984009,0.21593105792999268,-0.1441013365983963,-0.11615316569805145,0.28798907995224,-0.29540538787841797,-0.11932151019573212,0.25584283471107483,-0.3007985055446625,-0.08481917530298233,0.22197312116622925,-0.25965404510498047,-0.05507698655128479
