label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
peace,0.0,0.0,0.0,-0.005124324467033148,-0.24081175029277802,0.01166277565062046,0.07238918542861938,-0.40124356746673584,-0.008431673981249332,0.17491702735424042,-0.444723904132843,-0.0260311346501112,0.2518576681613922,-0.44645005464553833,-0.03984794765710831,0.07520726323127747,-0.4720897078514099,-0.09273257851600647,0.1361260712146759,-0.6921018362045288,-0.13467687368392944,0.17359761893749237,-0.8442201614379883,-0.16485697031021118,0.2070825845003128,-0.9601275324821472,-0.18780829012393951,0.12682265043258667,-0.365373820066452,-0.10849940031766891,0.24522314965724945,-0.5674231648445129,-0.14663566648960114,0.3257448673248291,-0.6930567622184753,-0.16347786784172058,0.3943100869655609,-0.7773095369338989,-0.18028992414474487,0.17227904498577118,-0.2536914050579071,-0.11347143352031708,0.2875376045703888,-0.4203244745731354,-0.11897537857294083,0.2465818077325821,-0.4156671166419983,-0.07774683088064194,0.19852980971336365,-0.3700879216194153,-0.05086172744631767,0.20866231620311737,-0.14766354858875275,-0.11915366351604462,0.28509223461151123,-0.3041892647743225,-0.11174359917640686,0.2517963945865631,-0.308799147605896,-0.07257337123155594,0.21846933662891388,-0.26726382970809937,-0.04257908836007118
peace,0.0,0.0,0.0,0.00028686641599051654,-0.2552044093608856,0.03222138434648514,0.08161908388137817,-0.40542423725128174,0.01659594289958477,0.1825932115316391,-0.4386468529701233,0.002076549921184778,0.2607664167881012,-0.4388578236103058,-0.00788933876901865,0.0771712213754654,-0.5020773410797119,-0.08660678565502167,0.12672097980976105,-0.7092229127883911,-0.12284278124570847,0.15635880827903748,-0.8548317551612854,-0.1525222659111023,0.1867952197790146,-0.9663201570510864,-0.17701080441474915,0.12639370560646057,-0.38874852657318115,-0.1064530536532402,0.24687281250953674,-0.5648819804191589,-0.14486943185329437,0.33333444595336914,-0.6773785352706909,-0.16366854310035706,0.40551647543907166,-0.745162844657898,-0.18266718089580536,0.1683698147535324,-0.27294233441352844,-0.11073105782270432,0.2770835757255554,-0.41510769724845886,-0.09576059877872467,0.23643985390663147,-0.4084428548812866,-0.03743678331375122,0.19201728701591492,-0.3663846552371979,-0.004324909299612045,0.20448921620845795,-0.1621556431055069,-0.11525802314281464,0.2785075306892395,-0.30493298172950745,-0.0832444354891777,0.24366842210292816,-0.30262959003448486,-0.026986313983798027,0.21208800375461578,-0.26387688517570496,0.011864276602864265
peace,0.0,0.0,0.0,0.00460456870496273,-0.2510203421115875,0.027280626818537712,0.08463270962238312,-0.39672964811325073,0.011313270777463913,0.18500566482543945,-0.4277985095977783,-0.0032089934684336185,0.26308178901672363,-0.4353768825531006,-0.013703443109989166,0.08635567128658295,-0.4884765148162842,-0.0819699838757515,0.11480739712715149,-0.7026970386505127,-0.1163984090089798,0.1309238225221634,-0.85393226146698,-0.1464439034461975,0.15106068551540375,-0.9735604524612427,-0.17134976387023926,0.133226677775383,-0.37800633907318115,-0.10105027258396149,0.2570393681526184,-0.5401908159255981,-0.12533517181873322,0.35066327452659607,-0.6290176510810852,-0.13666340708732605,0.4268268346786499,-0.6790731549263,-0.15196625888347626,0.17140647768974304,-0.26159271597862244,-0.10725206881761551,0.2804808020591736,-0.407133013010025,-0.09016843885183334,0.24305693805217743,-0.39713072776794434,-0.037947870790958405,0.19928447902202606,-0.35674288868904114,-0.009875666350126266,0.20584355294704437,-0.1459541767835617,-0.11388341337442398,0.2815505564212799,-0.29140952229499817,-0.08593911677598953,0.24720095098018646,-0.28772681951522827,-0.03379065543413162,0.21692055463790894,-0.24574145674705505,0.00233858497813344
peace,0.0,0.0,0.0,0.11294262856245041,0.09835144877433777,-0.07532037049531937,0.24047420918941498,0.06745357066392899,-0.11030902713537216,0.2805540859699249,-0.11085746437311172,-0.14592918753623962,0.290208637714386,-0.30755355954170227,-0.1759413778781891,0.42574387788772583,-0.13299217820167542,-0.03784072399139404,0.5849916338920593,-0.1535957008600235,-0.09172333031892776,0.6875537633895874,-0.18317732214927673,-0.126083105802536,0.7700228691101074,-0.21937541663646698,-0.14573220908641815,0.3789611756801605,-0.2868522107601166,-0.046688422560691833,0.534196674823761,-0.457392156124115,-0.11744527518749237,0.6348152756690979,-0.5733124613761902,-0.16222792863845825,0.7132885456085205,-0.6773620247840881,-0.18000032007694244,0.294709712266922,-0.3886428773403168,-0.06584211438894272,0.34578758478164673,-0.45511606335639954,-0.17999021708965302,0.26389676332473755,-0.29073309898376465,-0.20348919928073883,0.20413850247859955,-0.18693499267101288,-0.18196840584278107,0.1945468783378601,-0.45226171612739563,-0.08924978226423264,0.2429981380701065,-0.46994245052337646,-0.18059709668159485,0.1916273534297943,-0.3215083181858063,-0.18353155255317688,0.14834535121917725,-0.2155112624168396,-0.16031061112880707
peace,0.0,0.0,0.0,0.1010923907160759,0.04487185552716255,-0.0673583522439003,0.19476638734340668,-0.025024160742759705,-0.10008707642555237,0.18250907957553864,-0.19056953489780426,-0.1331026703119278,0.15116886794567108,-0.35534095764160156,-0.162369042634964,0.32563862204551697,-0.2727128863334656,-0.040050845593214035,0.45472845435142517,-0.36666178703308105,-0.09053657203912735,0.5362151265144348,-0.44269096851348877,-0.12195590883493423,0.5985799431800842,-0.5130293369293213,-0.13974274694919586,0.26511555910110474,-0.3853898346424103,-0.047823742032051086,0.3610273599624634,-0.5946009755134583,-0.11225361377000809,0.4207800030708313,-0.7425560355186462,-0.15485335886478424,0.4669704735279083,-0.8673834204673767,-0.17200146615505219,0.18026131391525269,-0.4317438006401062,-0.0640430897474289,0.19177323579788208,-0.4963522255420685,-0.16466021537780762,0.14734575152397156,-0.33250370621681213,-0.1896238625049591,0.11880675703287125,-0.22072464227676392,-0.1738867610692978,0.08586664497852325,-0.4380156397819519,-0.08386348932981491,0.0968991219997406,-0.46648138761520386,-0.16446423530578613,0.07441936433315277,-0.3254185914993286,-0.1697898656129837,0.061622776091098785,-0.2142164558172226,-0.15107211470603943
peace,0.0,0.0,0.0,0.10450766980648041,-0.008885293267667294,-0.04682205989956856,0.1883344203233719,-0.09605871886014938,-0.07430882751941681,0.18359951674938202,-0.2207736372947693,-0.10321187973022461,0.13995718955993652,-0.3274855315685272,-0.12976491451263428,0.25212544202804565,-0.38131335377693176,-0.03903663530945778,0.35527291893959045,-0.5003286600112915,-0.08300653845071793,0.41637107729911804,-0.5907684564590454,-0.11176855862140656,0.4636257290840149,-0.6730125546455383,-0.1287931203842163,0.18587084114551544,-0.4512932300567627,-0.051135480403900146,0.2526358962059021,-0.6705856919288635,-0.10398846864700317,0.29597797989845276,-0.8122088313102722,-0.13812780380249023,0.3271174430847168,-0.9324036836624146,-0.15367953479290009,0.1036909818649292,-0.455366313457489,-0.06814359873533249,0.13676735758781433,-0.5164148211479187,-0.14644737541675568,0.1345653384923935,-0.3692619204521179,-0.16284608840942383,0.12193121761083603,-0.26360347867012024,-0.14988012611865997,0.01873575896024704,-0.4181949198246002,-0.0877036601305008,0.0592523068189621,-0.4319632351398468,-0.14851035177707672,0.0691099688410759,-0.3067658543586731,-0.14765924215316772,0.065233513712883,-0.20850402116775513,-0.13034991919994354
peace,0.0,0.0,0.0,0.09887469559907913,-0.02596249245107174,-0.05509399250149727,0.18205904960632324,-0.11523442715406418,-0.09170301258563995,0.19337280094623566,-0.20458389818668365,-0.1295846402645111,0.14352217316627502,-0.2906404137611389,-0.16255491971969604,0.2059049904346466,-0.44351664185523987,-0.05217717960476875,0.2875332236289978,-0.6071479916572571,-0.10121732950210571,0.33566027879714966,-0.7160170078277588,-0.13095806539058685,0.376962274312973,-0.811697781085968,-0.148372620344162,0.1281472146511078,-0.4847443401813507,-0.0635087639093399,0.1749071329832077,-0.689034104347229,-0.13136444985866547,0.2114383727312088,-0.8325903415679932,-0.17131535708904266,0.23865918815135956,-0.952570915222168,-0.188813254237175,0.047219134867191315,-0.4639512300491333,-0.0800066664814949,0.10777943581342697,-0.4733165204524994,-0.16987431049346924,0.11674598604440689,-0.2998005151748657,-0.18287767469882965,0.1090756505727768,-0.1902916580438614,-0.16430102288722992,-0.025374261662364006,-0.40070730447769165,-0.1005558893084526,0.03923599421977997,-0.3718874752521515,-0.16657662391662598,0.06535724550485611,-0.24051441252231598,-0.1680898666381836,0.06947450339794159,-0.15818479657173157,-0.15137918293476105
peace,0.0,0.0,0.0,-0.11001938581466675,0.040317852050065994,-0.04841924458742142,-0.22636154294013977,-0.02324114739894867,-0.07966963201761246,-0.2420448362827301,-0.1870831400156021,-0.11486206203699112,-0.2245907038450241,-0.34298157691955566,-0.14734821021556854,-0.3217262327671051,-0.324347585439682,-0.041025783866643906,-0.4484529495239258,-0.43762990832328796,-0.08544832468032837,-0.5253363251686096,-0.5173941850662231,-0.11217345297336578,-0.5908915400505066,-0.5933961272239685,-0.12878845632076263,-0.25505948066711426,-0.43700110912323,-0.05620013549923897,-0.3578319251537323,-0.6333611607551575,-0.10856422036886215,-0.42596685886383057,-0.7575273513793945,-0.1411384493112564,-0.4821579158306122,-0.862421452999115,-0.1541203260421753,-0.16932059824466705,-0.48667749762535095,-0.07769771665334702,-0.2189912348985672,-0.4738394320011139,-0.15765659511089325,-0.1749153733253479,-0.284542977809906,-0.1686915159225464,-0.1384488195180893,-0.16714267432689667,-0.15001817047595978,-0.08034887164831161,-0.4931366741657257,-0.10234484076499939,-0.13812972605228424,-0.4670920670032501,-0.1613461673259735,-0.11459644138813019,-0.30111879110336304,-0.15397313237190247,-0.08683936297893524,-0.18753205239772797,-0.13201887905597687
peace,0.0,0.0,0.0,-0.10706250369548798,0.04433746263384819,-0.047137852758169174,-0.22699163854122162,-0.0202956460416317,-0.07579438388347626,-0.23925815522670746,-0.18852855265140533,-0.10844799131155014,-0.2231338918209076,-0.34294700622558594,-0.13863447308540344,-0.33121439814567566,-0.3078274130821228,-0.039546724408864975,-0.46102577447891235,-0.41199395060539246,-0.08454763889312744,-0.5431619882583618,-0.4843999147415161,-0.11146516352891922,-0.6124160885810852,-0.5554637312889099,-0.12894171476364136,-0.2660142481327057,-0.42745184898376465,-0.05528019741177559,-0.37265077233314514,-0.620232880115509,-0.10936452448368073,-0.4451187252998352,-0.7409124970436096,-0.14400535821914673,-0.5035071969032288,-0.8492127656936646,-0.15911678969860077,-0.17968028783798218,-0.4827521741390228,-0.07723343372344971,-0.2231704145669937,-0.47933539748191833,-0.1565994918346405,-0.17890438437461853,-0.29034143686294556,-0.16829797625541687,-0.1429082304239273,-0.1763051301240921,-0.15133166313171387,-0.088162861764431,-0.4948287010192871,-0.10241300612688065,-0.13817954063415527,-0.4608643352985382,-0.1614924520254135,-0.11254958063364029,-0.29659339785575867,-0.15574754774570465,-0.08388351649045944,-0.19091637432575226,-0.13575570285320282
peace,0.0,0.0,0.0,-0.11543872952461243,0.04297091066837311,-0.05179447680711746,-0.22322113811969757,-0.0429888516664505,-0.07892391085624695,-0.2223832905292511,-0.23069821298122406,-0.10854201018810272,-0.20619036257266998,-0.3960588276386261,-0.13478486239910126,-0.3411986827850342,-0.29120901226997375,-0.03540584444999695,-0.46744000911712646,-0.3981940448284149,-0.07726763933897018,-0.5460362434387207,-0.4703398048877716,-0.09969641268253326,-0.6131494045257568,-0.5435930490493774,-0.11289744079113007,-0.2788780629634857,-0.4213576316833496,-0.04646732658147812,-0.38287249207496643,-0.6182059645652771,-0.09652474522590637,-0.4498355984687805,-0.7420324683189392,-0.12513835728168488,-0.5031227469444275,-0.8536513447761536,-0.13471046090126038,-0.19398336112499237,-0.4840351343154907,-0.06509991735219955,-0.21638791263103485,-0.5101206302642822,-0.14320805668830872,-0.16593846678733826,-0.32424527406692505,-0.1535058468580246,-0.1312674731016159,-0.2096988409757614,-0.13392230868339539,-0.10163746029138565,-0.503734290599823,-0.08733721077442169,-0.12712238729000092,-0.5001079440116882,-0.14337153732776642,-0.09672612696886063,-0.33873069286346436,-0.13642403483390808,-0.07297572493553162,-0.23149535059928894,-0.11500025540590286
peace,0.0,0.0,0.0,0.013724472373723984,-0.21951201558113098,0.009127290919423103,-0.039766740053892136,-0.39484545588493347,-0.0037329280748963356,-0.13610170781612396,-0.4578585922718048,-0.016326282173395157,-0.21166999638080597,-0.4663222134113312,-0.030453456565737724,-0.060324545949697495,-0.47667649388313293,-0.06486347317695618,-0.1041262075304985,-0.7152303457260132,-0.10273132473230362,-0.145010307431221,-0.8636682033538818,-0.12632834911346436,-0.17813077569007874,-0.9743256568908691,-0.1376914083957672,-0.12280253320932388,-0.38776224851608276,-0.07321403920650482,-0.23454649746418,-0.5867292284965515,-0.09903671592473984,-0.31604596972465515,-0.7025520205497742,-0.10673163086175919,-0.38271042704582214,-0.775610089302063,-0.11264538019895554,-0.1746409833431244,-0.28311875462532043,-0.07367708534002304,-0.2676386833190918,-0.43269455432891846,-0.08059106767177582,-0.23687003552913666,-0.4207158088684082,-0.054293058812618256,-0.20334750413894653,-0.37328624725341797,-0.03203294426202774,-0.2109028548002243,-0.1821831315755844,-0.07323242723941803,-0.2736167311668396,-0.32394519448280334,-0.06291219592094421,-0.25125011801719666,-0.32178646326065063,-0.028805863112211227,-0.22121118009090424,-0.29260915517807007,4.270342833478935e-05
peace,0.0,0.0,0.0,0.011942341923713684,-0.21632345020771027,0.017000343650579453,-0.04764807969331741,-0.39616650342941284,0.00690722418949008,-0.15005798637866974,-0.45285382866859436,-0.006887658499181271,-0.2289772480726242,-0.4495283365249634,-0.02216745913028717,-0.048939794301986694,-0.5099439024925232,-0.045514561235904694,-0.09859306365251541,-0.7366945147514343,-0.07895020395517349,-0.13732507824897766,-0.8786768317222595,-0.09748438745737076,-0.17040905356407166,-0.9795889854431152,-0.10661236196756363,-0.10228023678064346,-0.4279605746269226,-0.06359036266803741,-0.2075008898973465,-0.6222147941589355,-0.09332635998725891,-0.28115037083625793,-0.73860102891922,-0.10405465960502625,-0.3435841500759125,-0.8143373727798462,-0.11171028763055801,-0.15298517048358917,-0.32810261845588684,-0.07487179338932037,-0.2591426372528076,-0.4582606256008148,-0.09149698168039322,-0.2324741929769516,-0.4172269105911255,-0.07178404182195663,-0.20094431936740875,-0.3641662299633026,-0.05223279446363449,-0.19339604675769806,-0.2293575257062912,-0.08446335047483444,-0.26863744854927063,-0.3499293923377991,-0.08485718816518784,-0.2471933662891388,-0.33405014872550964,-0.058997295796871185,-0.21735891699790955,-0.30303671956062317,-0.03542593866586685
